t,psi
479.5,5.693125117598514e-12
480.0,5.555962866963967e-12
480.5,5.419940617300318e-12
481.0,5.285553744686017e-12
481.5,5.1517177521578445e-12
482.0,5.01929167587459e-12
482.5,4.888649792924171e-12
483.0,4.758560597784842e-12
483.5,4.629650093672237e-12
484.0,4.502185062532652e-12
484.5,4.375599190587046e-12
485.0,4.2499070111413275e-12
485.5,4.125192532333019e-12
486.0,4.001263300366958e-12
486.5,3.878920785498547e-12
487.0,3.757999834970338e-12
487.5,3.6373060841279386e-12
488.0,3.5180503225105888e-12
488.5,3.3992180689596956e-12
489.0,3.2816178896045897e-12
489.5,3.1652421393116612e-12
490.0,3.0495046575092867e-12
490.5,2.935033952702266e-12
491.0,2.8215596004810743e-12
491.5,2.7083780590900116e-12
492.0,2.5963187360794805e-12
492.5,2.4853086207723704e-12
493.0,2.3756013486386478e-12
493.5,2.2664498020924157e-12
494.0,2.158194211573605e-12
494.5,2.0512354271943993e-12
495.0,1.9450828300292444e-12
495.5,1.839730352871582e-12
496.0,1.7358065977579977e-12
496.5,1.6317050686403046e-12
497.0,1.5286015467418225e-12
497.5,1.4269084828995619e-12
498.0,1.3259794964140003e-12
498.5,1.2255395781805581e-12
499.0,1.1263180560879371e-12
499.5,1.0278113030006863e-12
500.0,9.294511931547241e-13
500.5,8.322828040166685e-13
501.0,7.363628886776296e-13
501.5,6.40786206609007e-13
502.0,5.459168493168506e-13
502.5,4.518333852285162e-13
503.0,3.5856135997800994e-13
503.5,2.661423321860165e-13
504.0,1.7442916034905517e-13
504.5,8.362997852150813e-14
505.0,-6.403660843689069e-15
505.5,-9.570731985926274e-14
506.0,-1.839574587005497e-13
506.5,-2.7114054822356426e-13
507.0,-3.578945621909203e-13
507.5,-4.4409512316370126e-13
508.0,-5.292842941912375e-13
508.5,-6.145487908736982e-13
509.0,-6.989125402527325e-13
509.5,-7.820756486465498e-13
510.0,-8.644337309581837e-13
510.5,-9.464280759703583e-13
511.0,-1.0280648733240743e-12
511.5,-1.1095965687266033e-12
512.0,-1.1896592305449448e-12
512.5,-1.2692561780644901e-12
513.0,-1.348589252083746e-12
513.5,-1.4268368750667323e-12
514.0,-1.5051519639761317e-12
514.5,-1.582404617847509e-12
515.0,-1.6587560314183945e-12
515.5,-1.734331130146621e-12
516.0,-1.8095959466941617e-12
516.5,-1.8843562115978744e-12
517.0,-1.9587808548164836e-12
517.5,-2.032610703418224e-12
518.0,-2.105563567007565e-12
518.5,-2.1777269745301627e-12
519.0,-2.249714591994481e-12
519.5,-2.3205929262587463e-12
520.0,-2.3915394805029756e-12
520.5,-2.4615966005096676e-12
521.0,-2.531440058992489e-12
521.5,-2.600483676522646e-12
522.0,-2.6686158139601095e-12
522.5,-2.7364254045961483e-12
523.0,-2.8039964310743363e-12
523.5,-2.8705608937360403e-12
524.0,-2.9374863892118052e-12
524.5,-3.003046260871359e-12
525.0,-3.0684082705830365e-12
525.5,-3.1330127514807997e-12
526.0,-3.1977643713194534e-12
526.5,-3.2615127551808073e-12
527.0,-3.3246465885596358e-12
527.5,-3.3871392335611335e-12
528.0,-3.4493208019058974e-12
528.5,-3.5114619867630483e-12
529.0,-3.573130775873969e-12
529.5,-3.6341476317050643e-12
530.0,-3.693866012517336e-12
530.5,-3.753562198609017e-12
531.0,-3.813035024758168e-12
531.5,-3.872013476288015e-12
532.0,-3.931210547951771e-12
532.5,-3.989105924773581e-12
533.0,-4.04712305107193e-12
533.5,-4.1047920540762615e-12
534.0,-4.1613788306569754e-12
534.5,-4.217820545772286e-12
535.0,-4.272995324828821e-12
535.5,-4.3285084362766855e-12
536.0,-4.3835066985288555e-12
536.5,-4.438413894801827e-12
537.0,-4.492704020304163e-12
537.5,-4.545993879671731e-12
538.0,-4.5994409905043884e-12
538.5,-4.652241101845422e-12
539.0,-4.704936299090847e-12
539.5,-4.7574974254570185e-12
540.0,-4.809142868439337e-12
540.5,-4.8603447618019345e-12
541.0,-4.911256179828165e-12
541.5,-4.961712375322313e-12
542.0,-5.011738705292249e-12
542.5,-5.061695064930443e-12
543.0,-5.1106671284139275e-12
543.5,-5.1592470294061106e-12
544.0,-5.2081913071543435e-12
544.5,-5.256437338334199e-12
545.0,-5.304300474652066e-12
545.5,-5.351530151067557e-12
546.0,-5.3986159296793045e-12
546.5,-5.445744833263275e-12
547.0,-5.4922039349474634e-12
547.5,-5.537554585399795e-12
548.0,-5.583316173332021e-12
548.5,-5.629170031656661e-12
549.0,-5.673908237714827e-12
549.5,-5.7185763013872816e-12
550.0,-5.76258679096162e-12
550.5,-5.806568345818292e-12
551.0,-5.8502890275927935e-12
551.5,-5.893904414988253e-12
552.0,-5.937051405859782e-12
552.5,-5.980182095206256e-12
553.0,-6.0224679344276605e-12
553.5,-6.064911766350233e-12
554.0,-6.107066341980731e-12
554.5,-6.148846199882529e-12
555.0,-6.19011680149179e-12
555.5,-6.231155993756209e-12
556.0,-6.272090134167309e-12
556.5,-6.3123262856251615e-12
557.0,-6.352161399138184e-12
557.5,-6.391742744937408e-12
558.0,-6.431497553601612e-12
558.5,-6.470587402784007e-12
559.0,-6.5092119191092125e-12
559.5,-6.5475541506596364e-12
560.0,-6.585980936733298e-12
560.5,-6.6237255524341405e-12
561.0,-6.661757024828204e-12
561.5,-6.69889821926551e-12
562.0,-6.735821922970398e-12
562.5,-6.7730056556805146e-12
563.0,-6.809610528926474e-12
563.5,-6.8463918089247785e-12
564.0,-6.882836380208808e-12
564.5,-6.919003414911068e-12
565.0,-6.955094502370581e-12
565.5,-6.990548698152914e-12
566.0,-7.025719807158059e-12
566.5,-7.060445797766069e-12
567.0,-7.095262161017085e-12
567.5,-7.129570311274098e-12
568.0,-7.163841856257307e-12
568.5,-7.197790503502743e-12
569.0,-7.231975738943369e-12
569.5,-7.26590226293736e-12
570.0,-7.298925277823501e-12
570.5,-7.331088629498075e-12
571.0,-7.36347107123637e-12
571.5,-7.395740735587145e-12
572.0,-7.428256304533276e-12
572.5,-7.460146660610591e-12
573.0,-7.491411163106553e-12
573.5,-7.523407940496947e-12
574.0,-7.554192032818293e-12
574.5,-7.58502072109212e-12
575.0,-7.61536529950679e-12
575.5,-7.645806166582677e-12
576.0,-7.676213238533893e-12
576.5,-7.706590398004076e-12
577.0,-7.736044161093868e-12
577.5,-7.76559886829525e-12
578.0,-7.794797354537039e-12
578.5,-7.824609126318653e-12
579.0,-7.853587411042947e-12
579.5,-7.882382487500114e-12
580.0,-7.910266580089996e-12
