L_over_rs,Re_Mw,Im_Mw
0.0,0.37419738678496317,-0.0886722358631264
0.01,0.37420449373125675,-0.0886634120758401
0.02,0.37422548470877076,-0.08863765336203905
0.03,0.37425957103205515,-0.08859659797748215
0.05,0.37436456034476207,-0.08847255346202466
